Data ID,Classification,Confidence Score,Detailed Justification
D94,Warning,0.75,"Moderate risk: meeting request with some embedded files, mixed authentication results, but no confirmed malicious components. Business context suggests caution but not immediate threat."
D95,Malicious,0.85,"Malicious indicators: domain known malicious, high spam content score (0.822), authentication failures, unsubscribe link (phishing disguise), URL shortener detected. Classic phishing campaign characteristics."
D96,No Action,0.82,"Legitimate profile: clean attachment analysis, good authentication, no malicious domains despite self-signed SSL. Internal or small business legitimate communication."
D97,Malicious,0.90,"Critical threat: legal threat social engineering, reply path differs from sender, high visual similarity to brands, multiple authentication failures. Sophisticated BEC attack using legal threats for urgency."
D98,Malicious,0.88,"High-risk: VBScript/JavaScript detected (any_vbscript_javascript_detected=1), link click request, high content spam score (0.838), self-signed SSL, brand similarity. Script-based attack vector with phishing characteristics."
D99,Warning,0.65,"Moderate concern: bank detail update request with mixed authentication, unsubscribe link present. Financial request requires verification but technical indicators are mixed."
D100,Malicious,0.95,"Severe threat: domain reputation extremely poor (0.951), suspicious parent processes, unscannable attachment present, VPN/MFA reset targeting security, expired SSL. Sophisticated attack targeting security controls with obfuscated payloads."
D93,Spam,0.72,"Spam profile: sensitive data request, bulk indicators, failing authentication. Mass phishing campaign rather than targeted attack."
D94,Warning,0.70,"Moderate risk: embedded files with suspicious entropy, meeting request, softfail SPF. Suspicious characteristics but not definitively malicious."
D95,Malicious,0.87,"Malicious profile: domain known malicious, high reputation score (0.672), URL shortener, failing authentication. Clear phishing indicators with reputation masking."
D96,Spam,0.75,"Spam characteristics: temporary email likelihood high (0.766), clean attachments but poor authentication. Bulk campaign indicators."
D97,Malicious,0.85,"Threat indicators: reply path differs from sender, legal threat, high AMSI score (0.964). BEC attack with social engineering focus."
D98,Malicious,0.82,"Malicious markers: executable attachment, link click trap, self-signed SSL, suspicious string entropy. Malware delivery via deceptive links."
D99,Warning,0.60,"Low-moderate risk: bank details request but with good authentication and clean attachments. Requires business verification."
D100,Malicious,0.91,"High threat: malicious file hash detected (any_file_hash_malicious=1), suspicious processes, VPN/MFA reset. Confirmed malware with credential theft objectives."
D100,Warning,0.73,"Elevated risk: same process patterns, VPN/MFA targeting but lower severity scores. Related to previous threat but less definitive."
D81,Warning,0.71,"Moderate risk: PowerShell activity, mixed authentication, no confirmed malware. Suspicious but not confirmed threat."
D82,Spam,0.65,"Spam indicators: invoice verification with poor sender reputation, bulk patterns. Commercial spam rather than targeted attack."
D83,Malicious,0.89,"Strong threat: high sender domain reputation (0.523) but failing authentication, expired SSL. Reputation hijacking for phishing delivery."
D84,Malicious,0.86,"Malicious profile: regsvr32.exe process (malware indicator), high sandbox score, embedded files. Code execution attempt via malicious attachments."
D85,Warning,0.62,"Moderate concern: sender known malicious flag but clean attachments, wire transfer request. Requires verification despite sender flag."
D86,No Action,0.78,"Clean profile: passing authentication, no malicious attachments, legitimate patterns despite self-signed SSL."
D87,No Action,0.83,"Legitimate email: valid SSL, clean attachments, proper authentication. No security concerns identified."
D88,No Action,0.81,"Clean indicators: no malicious content, valid certificate, proper email structure. Legitimate communication."
D89,Spam,0.77,"Spam profile: gift card scam request, temp email, failing authentication. Mass scam campaign."
D90,Malicious,0.93,"Critical malware: packer detected, macro document, wire transfer fraud, authentication failures. Banking trojan or BEC attack."
D91,Malicious,0.90,"Severe threat: reply path known malicious, document download trap, return path mismatch, high spam score. Sophisticated phishing with malware delivery."
D92,No Action,0.82,"Clean profile: legitimate patterns, no malicious indicators despite analysis flag. False positive in detection."
